Mod:Item:MetaData, Localized Name
chickens:spawn_egg:0, Light Gray Chicken
chickens:spawn_egg:0, Soul Sand Chicken
chickens:spawn_egg:0, Light Blue Chicken
chickens:spawn_egg:0, Glass Chicken
chickens:spawn_egg:0, Diamond Chicken
chickens:spawn_egg:0, Obsidian Chicken
chickens:spawn_egg:0, Ghast Tear Chicken
chickens:spawn_egg:0, Redstone Chicken
chickens:spawn_egg:0, Flint Chicken
chickens:spawn_egg:0, Cyan Chicken
chickens:spawn_egg:0, Red Chicken
chickens:spawn_egg:0, Ender Pearl Chicken
chickens:spawn_egg:0, Leather Chicken
chickens:spawn_egg:0, Nether Wart Chicken
chickens:spawn_egg:0, Pink Chicken
chickens:spawn_egg:0, Glowstone Chicken
chickens:spawn_egg:0, Coal Chicken
chickens:spawn_egg:0, Lava Chicken
chickens:spawn_egg:0, Smart Chicken
chickens:spawn_egg:0, Orange Chicken
chickens:spawn_egg:0, Clay Chicken
chickens:spawn_egg:0, Slime Chicken
chickens:spawn_egg:0, Magma Cream Chicken
chickens:spawn_egg:0, Gray Chicken
chickens:spawn_egg:0, Cocoa Brown Chicken
chickens:spawn_egg:0, Gold Chicken
chickens:liquid_egg:0, Water Egg
chickens:liquid_egg:1, Lava Egg
chickens:analyzer, Chicken Analyzer
chickens:henhouse, Henhouse
chickens:henhouse_acacia, Acacia Henhouse
chickens:henhouse_birch, Birch Henhouse
chickens:henhouse_dark_oak, Dark Oak Henhouse
chickens:henhouse_jungle, Jungle Henhouse
chickens:henhouse_spruce, Spruce Henhouse
cookingforblockheads:cooking_table, Cooking Table
cookingforblockheads:oven, Oven
cookingforblockheads:fridge, Fridge
cookingforblockheads:sink, Sink
cookingforblockheads:tool_rack, Tool Rack
cookingforblockheads:toaster, Toaster
cookingforblockheads:milk_jar, Milk Jar
cookingforblockheads:cow_jar, Cow in a Jar
cookingforblockheads:spice_rack, Spice Rack
cookingforblockheads:counter, Kitchen Counter
cookingforblockheads:cabinet, Kitchen Cabinet
cookingforblockheads:corner, Kitchen Corner
cookingforblockheads:kitchen_floor, Kitchen Floor
cookingforblockheads:fruit_basket, Fruit Basket
cookingforblockheads:cutting_board, Cutting Board
cookingforblockheads:recipe_book:0, Cooking for Blockheads
cookingforblockheads:recipe_book:1, Cooking for Blockheads I
cookingforblockheads:recipe_book:2, Cooking for Blockheads II
cookingforblockheads:heating_unit, Heating Unit
cookingforblockheads:ice_unit, Ice Unit
cookingforblockheads:preservation_chamber, Preservation Chamber
danknull:dank_null_0:0, /dank/null/
danknull:dank_null_0:1, /dank/null/
danknull:dank_null_0:2, /dank/null/
danknull:dank_null_0:3, /dank/null/
danknull:dank_null_0:4, /dank/null/
danknull:dank_null_0:5, /dank/null/
danknull:dank_null_0:6, /dank/null/
danknull:dank_null_1:0, /dank/null/MK II
danknull:dank_null_1:1, /dank/null/MK II
danknull:dank_null_1:2, /dank/null/MK II
danknull:dank_null_1:3, /dank/null/MK II
danknull:dank_null_1:4, /dank/null/MK II
danknull:dank_null_1:5, /dank/null/MK II
danknull:dank_null_1:6, /dank/null/MK II
danknull:dank_null_2:0, /dank/null/MK III
danknull:dank_null_2:1, /dank/null/MK III
danknull:dank_null_2:2, /dank/null/MK III
danknull:dank_null_2:3, /dank/null/MK III
danknull:dank_null_2:4, /dank/null/MK III
danknull:dank_null_2:5, /dank/null/MK III
danknull:dank_null_2:6, /dank/null/MK III
danknull:dank_null_3:0, /dank/null/MK IV
danknull:dank_null_3:1, /dank/null/MK IV
danknull:dank_null_3:2, /dank/null/MK IV
danknull:dank_null_3:3, /dank/null/MK IV
danknull:dank_null_3:4, /dank/null/MK IV
danknull:dank_null_3:5, /dank/null/MK IV
danknull:dank_null_3:6, /dank/null/MK IV
danknull:dank_null_4:0, /dank/null/MK V
danknull:dank_null_4:1, /dank/null/MK V
danknull:dank_null_4:2, /dank/null/MK V
danknull:dank_null_4:3, /dank/null/MK V
danknull:dank_null_4:4, /dank/null/MK V
danknull:dank_null_4:5, /dank/null/MK V
danknull:dank_null_4:6, /dank/null/MK V
danknull:dank_null_5:0, /dank/null/MK VI
danknull:dank_null_5:1, /dank/null/MK VI
danknull:dank_null_5:2, /dank/null/MK VI
danknull:dank_null_5:3, /dank/null/MK VI
danknull:dank_null_5:4, /dank/null/MK VI
danknull:dank_null_5:5, /dank/null/MK VI
danknull:dank_null_5:6, /dank/null/MK VI
danknull:dank_null_6:0, /dank/null/Creative
danknull:dank_null_6:1, /dank/null/Creative
danknull:dank_null_6:2, /dank/null/Creative
danknull:dank_null_6:3, /dank/null/Creative
danknull:dank_null_6:4, /dank/null/Creative
danknull:dank_null_6:5, /dank/null/Creative
danknull:dank_null_6:6, /dank/null/Creative
danknull:dank_null_panel_0, RedStone /dank/null Panel
danknull:dank_null_panel_1, Lapis /dank/null Panel
danknull:dank_null_panel_2, Iron /dank/null Panel
danknull:dank_null_panel_3, Gold /dank/null Panel
danknull:dank_null_panel_4, Diamond /dank/null Panel
danknull:dank_null_panel_5, Emerald /dank/null Panel
danknull:danknull_dock, /dank/null Docking Station
rftools:smartwrench, Smart Wrench
rftools:rftools_manual, RFTools Manual
rftools:rftools_shape_manual, RFTools Shape Manual
rftools:dimensional_shard, Dimensional Shard
rftools:shard_wand, Shard Wand
rftools:infused_diamond, Infused Diamond
rftools:infused_enderpearl, Infused Enderpearl
rftools:syringe, Syringe
rftools:peace_essence, Peace Essence
rftools:developers_delight, Developers Delight
rftools:network_monitor, RF Network Monitor
rftools:modifier_module, Modifier
rftools:storage_module_tablet, Storage Tablet
rftools:storage_module:0, Tier 1 Storage Module
rftools:storage_module:1, Tier 2 Storage Module
rftools:storage_module:2, Tier 3 Storage Module
rftools:storage_module:6, Remote Storage Module
rftools:oredict_module, Ore Dictionary Type Module
rftools:generic_module, Generic Type Module
rftools:filter_module, Filter Module
rftools:teleport_probe, Teleporter Probe
rftools:charged_porter, Charged Porter
rftools:advanced_charged_porter, Advanced Charged Porter
rftools:text_module, Text Screen Module
rftools:inventory_module, Inventory Screen Module
rftools:inventoryplus_module, Inventory Plus Screen Module
rftools:energy_module, Energy Screen Module
rftools:energyplus_module, Energy Plus Screen Module
rftools:clock_module, Clock Screen Module
rftools:fluid_module, Fluid Screen Module
rftools:fluidplus_module, Fluid Plus Screen Module
rftools:machineinformation_module, Machine Information Screen Module
rftools:computer_module, Computer Screen Module
rftools:button_module, Button Screen Module
rftools:elevator_button_module, Elevator Button Screen Module
rftools:redstone_module, Redstone Screen Module
rftools:counter_module, Counter Screen Module
rftools:counterplus_module, Counter Plus Screen Module
rftools:storage_control_module, Storage Control Screen Module
rftools:dump_module, Dump Screen Module
rftools:space_chamber_card, Space Chamber Card
rftools:shape_card:0, Shape Card
rftools:shape_card:1, Shape Card (Void)
rftools:shape_card:2, Shape Card (Quarry)
rftools:shape_card:3, Shape Card (Silk Quarry)
rftools:shape_card:4, Shape Card (Fortune Quarry)
rftools:shape_card:5, Shape Card (Clearing Quarry)
rftools:shape_card:6, Shape Card (Clearing Silk Quarry)
rftools:shape_card:7, Shape Card (Clearing Fortune Quarry)
rftools:shape_card:8, Shape Card (Pump)
rftools:shape_card:9, Shape Card (Clearing Pump)
rftools:shape_card:10, Shape Card (Placing Liquids)
rftools:powercell_card, Powercell Card
rftools:regeneration_module, Regeneration Environmental Module
rftools:regenerationplus_module, Regeneration Plus Environmental Module
rftools:speed_module, Speed Environmental Module
rftools:speedplus_module, Speed Plus Environmental Module
rftools:haste_module, Haste Environmental Module
rftools:hasteplus_module, Haste Plus Environmental Module
rftools:saturation_module, Saturation Environmental Module
rftools:saturationplus_module, Saturation Plus Environmental Module
rftools:featherfalling_module, Feather Falling Environmental Module
rftools:featherfallingplus_module, Feather Falling Plus Environmental Module
rftools:flight_module, Flight Environmental Module
rftools:peaceful_module, Peaceful Environmental Module
rftools:waterbreathing_module, Water Breathing Environmental Module
rftools:nightvision_module, Night Vision Environmental Module
rftools:blindness_module, Blindness Environmental Module
rftools:weakness_module, Weakness Environmental Module
rftools:poison_module, Poison Environmental Module
rftools:slowness_module, Slowness Environmental Module
rftools:glowing_module, Glowing Environmental Module
rftools:luck_module, Luck Environmental Module
rftools:noteleport_module, No Teleport Environmental Module
rftools:orphaning_card, Orphaning Card
rftools:security_card, Security Card
rftools:machine_frame, Machine Frame
rftools:machine_base, Machine Base
rftools:dimensional_shard_ore:0, Dimensional Shard Ore
rftools:dimensional_shard_ore:1, Dimensional Shard Ore
rftools:dimensional_shard_ore:2, Dimensional Shard Ore
rftools:coalgenerator, Coal Generator
rftools:crafter1, Crafter Tier 1
rftools:crafter2, Crafter Tier 2
rftools:crafter3, Crafter Tier 3
rftools:modular_storage, Modular Storage
rftools:remote_storage, Remote Storage
rftools:storage_terminal, Storage Terminal
rftools:level_emitter, Level Emitter
rftools:matter_transmitter, Matter Transmitter
rftools:matter_receiver, Matter Receiver
rftools:dialing_device, Dialing Device
rftools:simple_dialer, Simple Dialer
rftools:destination_analyzer, Destination Analyzer
rftools:matter_booster, Matter Booster
rftools:screen, Screen
rftools:creative_screen, Creative Screen
rftools:screen_controller, Screen Controller
rftools:redstone_transmitter_block, Redstone Transmitter
rftools:redstone_receiver_block, Redstone Receiver
rftools:sequencer_block, Sequencer
rftools:counter_block, Counter
rftools:logic_block, Logic Gate
rftools:invchecker_block, Inventory Checker
rftools:sensor_block, Sensor
rftools:analog_block, Analog
rftools:digit_block, Digit
rftools:wire_block, Wire
rftools:timer_block, Timer
rftools:machine_infuser, Machine Infuser
rftools:space_chamber, Space Chamber Corner Block
rftools:space_chamber_controller, Space Chamber Controller Block
rftools:support_block, Support Block
rftools:builder, Builder
rftools:composer, Composer
rftools:locator, Locator
rftools:projector, Projector
rftools:scanner, Scanner
rftools:remote_scanner, Remote Scanner
rftools:powercell, Powercell
rftools:powercell_advanced, Advanced Powercell
rftools:powercell_creative, Creative Powercell
rftools:powercell_simple, Simple Powercell
rftools:relay, Power Relay
rftools:rf_monitor, RF Monitor
rftools:liquid_monitor, Liquid Monitor
rftools:shield_block1, Shield Projector Tier 1
rftools:shield_block2, Shield Projector Tier 2
rftools:shield_block3, Shield Projector Tier 3
rftools:shield_block4, Shield Projector Tier 4
rftools:invisible_shield_block, Invisible Shield Block
rftools:notick_invisible_shield_block, Invisible Shield Block
rftools:invisible_shield_block_opaque, Invisible Shield Block
rftools:notick_invisible_shield_block_opaque, Invisible Shield Block
rftools:shield_template_block:0, Shield Template
rftools:shield_template_block:1, Shield Template
rftools:shield_template_block:2, Shield Template
rftools:shield_template_block:3, Shield Template
rftools:solid_shield_block, Solid Shield Block
rftools:notick_solid_shield_block, Solid Shield Block
rftools:camo_shield_block, Camo Shield Block
rftools:notick_camo_shield_block, Camo Shield Block
rftools:solid_shield_block_opaque, Solid Shield Block
rftools:notick_solid_shield_block_opaque, Solid Shield Block
rftools:camo_shield_block_opaque, Camo Shield Block
rftools:notick_camo_shield_block_opaque, Camo Shield Block
rftools:environmental_controller, Environmental Controller
rftools:spawner, Spawner
rftools:matter_beamer, Matter Beamer
rftools:block_protector, Block Protector
rftools:item_filter, Item Filter
rftools:security_manager, Security Manager
rftools:endergenic, Endergenic Generator
rftools:pearl_injector, Pearl Injector
rftools:ender_monitor, Ender Monitor
rftools:storage_scanner, Storage Scanner
rftools:elevator, Elevator
rftools:booster, Booster
deepresonance:dr_manual, Deep Resonance Manual
deepresonance:radiation_monitor, Radiation Monitor
deepresonance:resonating_plate, Resonating Plate
deepresonance:filter, Filter Material
deepresonance:spent_filter, Spent Filter Material
deepresonance:insert_liquid, Liquid Injector
deepresonance:radiation_module, Radiation Screen Module
deepresonance:rcl_module, RCL Screen Module
deepresonance:resonating_crystal, Resonating Crystal
deepresonance:generator, Generator
deepresonance:generator_controller, Generator Controller
deepresonance:energy_collector, Energy Collector
deepresonance:crystalizer, Crystalizer
deepresonance:smelter, Smelter
deepresonance:tank, Tank
deepresonance:purifier, Purifier
deepresonance:pedestal, Pedestal
deepresonance:advanced_pedestal, Advanced Pedestal
deepresonance:valve, Valve
deepresonance:lens, Lens
deepresonance:laser, Infusing Laser
deepresonance:dense_glass, Dense Glass
deepresonance:dense_obsidian, Dense Obsidian
deepresonance:debug_block, tile.deepresonance_debug_block.name
deepresonance:poisoned_dirt, Poisoned Dirt
deepresonance:machine_frame, Resonating Machine Frame
deepresonance:resonating_block, Resonating Plate Block
deepresonance:resonating_ore:0, Resonating Ore
deepresonance:resonating_ore:1, Resonating Ore
deepresonance:resonating_ore:2, Resonating Ore
deepresonance:radiation_sensor, Radiation Sensor
deepresonance:boots, Radiation Suit Boots (WIP)
deepresonance:helmet, Radiation Suit Helmet (WIP)
deepresonance:chest, Radiation Suit Chestplate (WIP)
deepresonance:leggings, Radiation Suit Leggings (WIP)
elementaldimensions:waterbossseed, Water Boss Seed
elementaldimensions:airbossseed, Air Boss Seed
elementaldimensions:firebossseed, Fire Boss Seed
elementaldimensions:elementalwand, Elemental Wand
elementaldimensions:focusdamage, Damage Focus
elementaldimensions:focusdigging, Digging Focus
elementaldimensions:focusteleport, Teleport Focus
elementaldimensions:waterrune, Rune of Water
elementaldimensions:airrune, Rune of Air
elementaldimensions:spiritrune, Rune of Spirit
elementaldimensions:firerune, Rune of Fire
elementaldimensions:earthrune, Rune of Earth
elementaldimensions:elementaldust, Elemental Dust
elementaldimensions:waterrune_part1, Rune of Water Part 1
elementaldimensions:waterrune_part2, Rune of Water Part 2
elementaldimensions:waterrune_part3, Rune of Water Part 3
elementaldimensions:airrune_part1, Rune of Air Part 1
elementaldimensions:airrune_part2, Rune of Air Part 2
elementaldimensions:airrune_part3, Rune of Air Part 3
elementaldimensions:spiritrune_part1, Rune of Spirit Part 1
elementaldimensions:spiritrune_part2, Rune of Spirit Part 2
elementaldimensions:spiritrune_part3, Rune of Spirit Part 3
elementaldimensions:firerune_part1, Rune of Fire Part 1
elementaldimensions:firerune_part2, Rune of Fire Part 2
elementaldimensions:firerune_part3, Rune of Fire Part 3
elementaldimensions:portaldialer, Portal Dialer
elementaldimensions:portalbase, Elemental Block
elementaldimensions:solidwater, Solid Water
elementaldimensions:solidfire, Solid Fire
elementaldimensions:harddirt, Hard Dirt
elementaldimensions:elementaldust_ore, Elemental Dust Ore
elementaldimensions:altarcenter, Altar Center
cfm:coffee_table_oak, Oak Coffee Table
cfm:coffee_table_spruce, Spruce Coffee Table
cfm:coffee_table_birch, Birch Coffee Table
cfm:coffee_table_jungle, Jungle Coffee Table
cfm:coffee_table_acacia, Acacia Coffee Table
cfm:coffee_table_dark_oak, Dark Oak Coffee Table
cfm:coffee_table_stone, Stone Coffee Table
cfm:coffee_table_granite, Granite Coffee Table
cfm:coffee_table_diorite, Diorite Coffee Table
cfm:coffee_table_andesite, Andesite Coffee Table
cfm:table_oak, Oak Table
cfm:table_spruce, Spruce Table
cfm:table_birch, Birch Table
cfm:table_jungle, Jungle Table
cfm:table_acacia, Acacia Table
cfm:table_dark_oak, Dark Oak Table
cfm:table_stone, Stone Table
cfm:table_granite, Granite Table
cfm:table_diorite, Diorite Table
cfm:table_andesite, Andesite Table
cfm:chair_oak, Oak Chair
cfm:chair_spruce, Spruce Chair
cfm:chair_birch, Birch Chair
cfm:chair_jungle, Jungle Chair
cfm:chair_acacia, Acacia Chair
cfm:chair_dark_oak, Dark Oak Chair
cfm:chair_stone, Stone Chair
cfm:chair_granite, Granite Chair
cfm:chair_diorite, Diorite Chair
cfm:chair_andesite, Andesite Chair
cfm:freezer, Fridge
cfm:cabinet_oak, Oak Cabinet
cfm:cabinet_spruce, Spruce Cabinet
cfm:cabinet_birch, Birch Cabinet
cfm:cabinet_jungle, Jungle Cabinet
cfm:cabinet_acacia, Acacia Cabinet
cfm:cabinet_dark_oak, Dark Oak Cabinet
cfm:cabinet_stone, Stone Cabinet
cfm:cabinet_granite, Granite Cabinet
cfm:cabinet_diorite, Diorite Cabinet
cfm:cabinet_andesite, Andesite Cabinet
cfm:couch:0, White Couch
cfm:couch:1, Orange Couch
cfm:couch:2, Magenta Couch
cfm:couch:3, Light Blue Couch
cfm:couch:4, Yellow Couch
cfm:couch:5, Lime Couch
cfm:couch:6, Pink Couch
cfm:couch:7, Gray Couch
cfm:couch:8, Light Gray Couch
cfm:couch:9, Cyan Couch
cfm:couch:10, Purple Couch
cfm:couch:11, Blue Couch
cfm:couch:12, Brown Couch
cfm:couch:13, Green Couch
cfm:couch:14, Red Couch
cfm:couch:15, Black Couch
cfm:couch_jeb, Rave Couch
cfm:lamp_off:0, White Lamp
cfm:lamp_off:1, Orange Lamp
cfm:lamp_off:2, Magenta Lamp
cfm:lamp_off:3, Light Blue Lamp
cfm:lamp_off:4, Yellow Lamp
cfm:lamp_off:5, Lime Lamp
cfm:lamp_off:6, Pink Lamp
cfm:lamp_off:7, Gray Lamp
cfm:lamp_off:8, Light Gray Lamp
cfm:lamp_off:9, Cyan Lamp
cfm:lamp_off:10, Purple Lamp
cfm:lamp_off:11, Blue Lamp
cfm:lamp_off:12, Brown Lamp
cfm:lamp_off:13, Green Lamp
cfm:lamp_off:14, Red Lamp
cfm:lamp_off:15, Black Lamp
cfm:blinds_open, Oak Blinds
cfm:blinds_spruce_open, Spruce Blinds
cfm:blinds_birch_open, Birch Blinds
cfm:blinds_jungle_open, Jungle Blinds
cfm:blinds_acacia_open, Acacia Blinds
cfm:blinds_dark_oak_open, Dark Oak Blinds
cfm:curtains_open:0, White Curtains
cfm:curtains_open:1, Orange Curtains
cfm:curtains_open:2, Magenta Curtains
cfm:curtains_open:3, Light Blue Curtains
cfm:curtains_open:4, Yellow Curtains
cfm:curtains_open:5, Lime Curtains
cfm:curtains_open:6, Pink Curtains
cfm:curtains_open:7, Gray Curtains
cfm:curtains_open:8, Light Gray Curtains
cfm:curtains_open:9, Cyan Curtains
cfm:curtains_open:10, Purple Curtains
cfm:curtains_open:11, Blue Curtains
cfm:curtains_open:12, Brown Curtains
cfm:curtains_open:13, Green Curtains
cfm:curtains_open:14, Red Curtains
